texto,label
Favor corrigir o ticket até amanhã.,1
Precisamos verificar o build para o pedido PED-2020-6939 até 12/06.,1
Podem investigar a senha provisória referente ao ticket #7001 com urgência.,1
"Registro de reunião: tudo certo, próximos passos já definidos internamente… Até mais",0
Segue a release notes da semana com os principais destaques do produto.,0
Segue a notas de versão da semana com os principais destaques do produto. Até mais,0
Solicito o orçamento para esta semana.,1
"Registro de reunião: tudo certo, próximos passos já definidos internamente… Bom trabalho a todos",0
Apenas informando: release notes disponível. Att.,0
Time! Compartilhando o resumo semanal do time… Att.,0
Notas rápidas: changelog referente à última sprint!,0
"Boa noite, pessoal! Obrigado pela ajuda de ontem! Bom trabalho a todos",0
Prezados! Compartilhando o resumo semanal do time… Abs.,0
Conseguem ajustar as permissões de acesso para esta semana? Com bastante urgência.,1
Apenas informando: atualizações do produto disponível! Abs.,0
Para conhecimento: newsletter publicada. Não requer ação. Abraços,0
Solicito o envio da nota fiscal NF-79436 com urgência!,1
Segue a boletim da semana com os principais destaques do produto. Bom trabalho a todos,0
Favor reativar as permissões de acesso ainda hoje…,1
Solicito o envio da nota fiscal NF-30879 com urgência.,1
Publicamos as changelog; obrigado a todos pelo apoio. Até mais,0
Parabéns pelo lançamento da versão 7.0! Excelente trabalho do time.,0
Solicito o status do pedido em até 24h!,1
Apenas informando: changelog disponível. Obrigado!,0
Conseguem renovar o ambiente de homologação o quanto antes? É urgente.,1
"Prezados, poderiam autorizar a configuração do servidor ainda hoje, quando puderem…",1
Solicito o envio da nota fiscal NF-37263 em até 24h!,1
Preciso que regularizar o certificado SSL até o fim do dia.,1
Publicamos as release notes; obrigado a todos pelo apoio… Abs.,0
Solicito o documento até o próximo dia útil…,1
Notas rápidas: resumo semanal referente à última sprint. Até mais,0
Changelog 7.5 publicado. Sem necessidade de retorno!,0
Segue a status update da semana com os principais destaques do produto… Obrigada!,0
Poderiam confirmar a configuração do servidor até sexta-feira…,1
Oi! Compartilhando o resumo semanal do time!,0
Notas rápidas: status update referente à última sprint! Até mais,0
Preciso que substituir o documento até o próximo dia útil!,1
Changelog 5.8 publicado. Sem necessidade de retorno!,0
Publicamos as changelog; obrigado a todos pelo apoio. Obrigada!,0
Changelog 1.9 publicado. Sem necessidade de retorno…,0
Solicito a configuração do servidor até o próximo dia útil…,1
Parabéns a todos pelo release 1.1!…,0
Sem pendências no momento; bom trabalho a todos… Até mais,0
Solicito o envio da nota fiscal NF-77512 em até 24h.,1
Precisamos priorizar o acesso da conta para o pedido PED-2020-6224 até 09/12.,1
Parabéns pelo lançamento da versão 4.6! Excelente trabalho do time.,0
Poderiam confirmar o contrato com urgência. Obrigada!,1
Mensagem automática de confirmação de cadastro… Abs.,0
Precisamos anexar o relatório financeiro para o pedido PED-2019-1494 até 01/08.,1
"Time, poderiam habilitar a senha provisória até 17h, quando puderem.",1
Notas rápidas: atualizações do produto referente à última sprint. Obrigada!,0
Apenas informando: changelog disponível. Abs.,0
"Boa tarde, pessoal! Obrigado pela ajuda de ontem. Obrigado!",0
Poderiam confirmar o ambiente de homologação até 17h!,1
Notas rápidas: notas de versão referente à última sprint. Até mais,0
Solicito o ticket até o próximo dia útil…,1
Parabéns a todos pelo release 2.2!.,0
Preciso que instalar o chamado em até 24h.,1
Solicito o envio da nota fiscal NF-27831 até 17h.,1
Atualização interna: tarefas concluídas; nenhum retorno necessário… Obrigado!,0
Estou com loop de redirecionamento; conseguem implantar o webhook? Ref.: #9612,1
Apenas informando: atualizações do produto disponível! Até mais,0
Parabéns pelo lançamento da versão 7.4! Excelente trabalho do time.,0
Notas rápidas: boletim referente à última sprint! Obrigado!,0
Estou com queda de conexão; conseguem desbloquear o webhook? Ref.: #2274,1
Changelog 3.1 publicado. Sem necessidade de retorno. Obrigada!,0
Segue a notas de versão da semana com os principais destaques do produto… Att.,0
Changelog 7.1 publicado. Sem necessidade de retorno.,0
Apenas informando: changelog disponível. Bom trabalho a todos,0
Parabéns a todos pelo release 4.0!. Att.,0
Solicito o envio da nota fiscal NF-54182 com urgência.,1
Parabéns pelo lançamento da versão 4.6! Excelente trabalho do time… Abs.,0
Parabéns pelo lançamento da versão 4.0! Excelente trabalho do time!,0
Conseguem resetar o ambiente de homologação para esta semana? Prioridade alta…,1
Conseguem atualizar o acesso da conta ainda hoje? Alta prioridade.,1
Bom dia! Compartilhando o resumo semanal do time… Obrigada!,0
Precisamos cancelar a integração para o pedido PED-2023-8986 até 09/05!,1
Equipe! Compartilhando o resumo semanal do time. Até mais,0
"Equipe, pessoal! Obrigado pela ajuda de ontem. Obrigada!",0
Precisamos autorizar o documento para o pedido PED-2023-6490 até 06/04!,1
Apenas informando: newsletter disponível. Att.,0
"Registro de reunião: tudo certo, próximos passos já definidos internamente.",0
